title,director,release_year,description,type,runtime,genres,9.9
kath & kimderella,Ted Emery,2012,"Chipper baby boomer Kath; diva daughter Kim and hapless pal Sharon visit Papilloma; Italy; where a royal romance and knockoff fashions await.",movie,86,Comedy,5.3
katherine ryan: glitter room,Linda Mendoza,2019,"Fresh from a tour; comedian Katherine Ryan shares shrewd observations about school bullies; revenge bodies and raising a very fancy child.",tvSpecial,65,Comedy,6.7
katherine ryan: in trouble,Colin Dench,2017,"Stand-up comic Katherine Ryan reminisces about unusual relationships; life in the hometown she hates and the time she enraged an entire nation.",tvSpecial,63,Comedy,7.0
kathleen madigan: bothering jesus,Lorene Machado,2016,"The Irish American comic riffs on everything from growing up in Missouri; signing up her parents to be Uber drivers and anything to do with bacon.",video,72,Comedy,7.0
katt williams: great america,,2018,"The King of underground comedy delivers unflinching riffsÂ on the American political climate; racial tensions; sex and his disdain for roast beef.",tvSpecial,60,Comedy,6.1
katt williams: kattpacalypse,Marcus Raboy,2012,"Urban comic Katt Williams ushers in Kattpacalypse; exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama.",tvSpecial,60,Comedy,5.5
katti batti,Nikhil Advani,2015,"After falling in love during college; architect Maddy and free spirit Payal have five wonderful years together; until a mystery suddenly divides them.",movie,135,"Comedy;Drama;Romance",4.9
kavin jay: everybody calm down!,Michael McKay,2018,"On a mission to defy stereotypes; Malaysian stand-up comedian Kavin Jay shares stories about growing up in the VHS era with his Singapore audience.",tvSpecial,53,"Comedy;Documentary",5.8
kaviyude osyath,Vineeth Anil,2017,"When a late poet leaves behind his property to a young man; the man's brother suspects the poet may have been more than just a family friend.",movie,117,Drama,3.7
kay dyache bola,Chandrakant Kulkarni,2005,"Wrongfully accused of murder; two students' last hope lies with their defense attorney; an inexperienced bumbler who's never even tried a case.",movie,103,Comedy,7.1
kd (a) karuppudurai,Madhumita,2019,"As his children plot his death to claim their inheritance; an aging patriarch leaves home; befriending a spunky boy who adds direction to his life.",movie,123,Drama,8.6
keith richards: under the influence,Morgan Neville,2015,"In a documentary with unparalleled access; discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today.",movie,81,"Documentary;Music",7.1
kengan ashura,,2019,"Ohma Tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. Forget the money; he just wants to fight â€“ and win.",tvSeries,24,"Action;Animation",8.0
kenny sebastian: the most interesting person in the room,Angshuman Ghosh,2020,"Fusing his musical and stand-up chops; Kenny Sebastian gets analytical about frumpy footwear; flightless birds and his fear of not being funny enough.",tvSpecial,67,Comedy,6.1
kevin hart: i'm a grown little man,Shannon Hartman,2009,"Stand-up comedy star Kevin Hart delivers his unique perspective on work; race; family and friends with this laugh-riot comedy show.",tvSpecial,73,"Comedy;Documentary",7.7
kevin hart: irresponsible,Leslie Small,2019,"As a father of three on his second marriage; Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes.",tvSpecial,60,Comedy,6.5
kevin hart: laugh at my pain,"Leslie Small; Tim Story",2011,"Sometimes edgy and always hilarious; comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.",movie,89,"Comedy;Documentary",7.4
kevin hart: let me explain,"Leslie Small; Tim Story",2013,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden; part of his hit ""Let Me Explain"" world tour.",movie,75,"Comedy;Documentary",6.8
kevin hart: seriously funny,Shannon Hartman,2010,"With his unique hip-hop style delivery; African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.",tvSpecial,72,Comedy,7.6
kevin hart: what now?,Leslie Small,2016,"Frenetic comic Kevin Hart hits Philadelphia and dishes on suburban wildlife; jean shorts and the fine art of getting even with a 7-year-old.",movie,96,"Comedy;Documentary",5.9
kevin hart: zero f**ks given,Leslie Small,2020,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home; and dishes on male group chats; sex after 40 and life with COVID-19.",tvSpecial,69,Comedy,6.0
kevin hart's guide to black history,Tom Stern,2019,Kevin Hart highlights the fascinating contributions of black historyâ€™s unsung heroes in this entertaining â€“ and educational â€“ comedy special.,tvMovie,62,Comedy,5.5
kevin james: never don't give up,Andy Fickman,2018,"Kevin James makes his long-awaited return to stand-up in this family-friendly special; dishing on fatherhood; fans; his disdain for allergies and more.",tvSpecial,62,Comedy,6.1
kevin james: sweat the small stuff,Paul Miller,2001,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.,tvSpecial,60,"Comedy;Documentary",7.5
kevyn aucoin: beauty & the beast in me,Lori Kaye,2017,Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.,movie,90,"Biography;Documentary",6.9
khan: no. 1 crime hunter,,2018,"From fake marriages to online shopping fraud; a whip-smart police officer investigates truly baffling cons that were inspired by true stories.",tvSeries,43,Mystery,5.6
khido khundi,Rohit Jugraj,2018,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.,movie,152,"Drama;Sport",6.5
khoobsurat,Shashanka Ghosh,2014,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.,movie,130,"Comedy;Romance",6.4
khubsoorat,Hrishikesh Mukherjee,1980,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.,movie,126,"Comedy;Drama;Family",7.6
khushi,"Surya S.J.; Sunil Kumar Agrawal",2003,"While playing matchmaker to a pair of their friends; two young university students begin developing feelings for each other.",movie,161,"Action;Comedy;Drama",4.4
khushi,"Surya S.J.; Sunil Kumar Agrawal",2003,"While playing matchmaker to a pair of their friends; two young university students begin developing feelings for each other.",movie,151,"Comedy;Drama;Romance",7.8
kia and cosmos,Sudipto Roy,2018,A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.,movie,123,Drama,6.7
kickboxer: vengeance,John Stockwell,2016,"After a skilled fighter falls in the ring; his younger brother emerges from the shadows to train and get revenge against a brutal champion.",movie,90,"Action;Crime;Drama",4.9
kicking and screaming,Noah Baumbach,1995,"After graduating; four college roomies â€“ petrified by the prospect of facing ""real life"" â€“ reluctantly step into adulthood in this ensemble comedy.",movie,96,"Comedy;Drama;Romance",6.8
kid kulafu,Paul Soriano,2015,"Growing up in poverty and political turmoil; he found his way out in the ring. The early years of world-famous boxer Manny Pacquiao unfolds in this biopic.",movie,109,"Biography;Drama;Sport",6.8
kid-e-cats,,2016,"Cookie; Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.",tvSeries,5,"Adventure;Animation;Comedy",7.2
kidnapping mr. heineken,Daniel Alfredson,2015,"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983; his abductors make the largest ransom demand in history.",movie,95,"Action;Crime;Drama",6.1
kidnapping stella,Thomas Sieben,2019,"Snatched off the street and held for ransom; a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",movie,89,"Crime;Thriller",4.8
kids on the block,TugÃ§e Soysop,2019,"When their fun in the park is threatened by a neighborhood nagger; a group of friends declares war to play freely on their turf.",movie,103,"Comedy;Family",5.6
kill bill: vol. 1,Quentin Tarantino,2003,"An assassin is shot by her ruthless employer; Bill; and other members of their assassination circle. But she lives â€“ and plots her vengeance.",movie,111,"Action;Crime;Drama",8.1
kill bill: vol. 2,Quentin Tarantino,2004,"The Bride has three left on her rampage list: Budd; Elle Driver and Bill himself. But when she arrives at Bill's house; she's in for a surprise.",movie,137,"Action;Crime;Thriller",8.0
kill command,Steven Gomez,2016,"On a remote island; elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots.",movie,99,"Action;Horror;Sci-Fi",5.7
kill hitler! the luck of the devil,FrÃ©dÃ©ric Tonolli,2015,"From politicians to officers; many attempted to kill Hitler â€“ and failed. This documentary delves into the details of how their plots unraveled.",tvMovie,52,"Documentary;History",6.4
kill me if you dare,Åženol SÃ¶nmez,2019,"Bogged down with money problems; a couple grows cautious of each other but hit the lottery and decide to stay together â€“ till death do they part.",movie,104,"Comedy;Romance",4.4
kill ratio,Paul Tanter,2016,"Posing as a telecom salesman at a business conference; a CIA agent fights to protect a fledgling Eastern European democracy from a military coup.",movie,86,Action,4.1
kill the irishman,Jonathan Hensleigh,2011,"This true crime tale charts the rise and fall of mobster Danny Greene; who faced down the Mafia to gain control of organized crime in 1970s Cleveland.",movie,106,"Biography;Crime;Drama",7.1
kill the messenger,Michael Cuesta,2014,"In the 1980s; a crusading journalist uncovers secret CIA funding for Nicaraguan rebels; but the powers that be silence his investigation.",movie,112,"Biography;Crime;Drama",6.9
kill the messenger,Michael Cuesta,2014,"In the 1980s; a crusading journalist uncovers secret CIA funding for Nicaraguan rebels; but the powers that be silence his investigation.",tvEpisode,50,"Action;Crime;Drama",8.6
kill the messenger,Michael Cuesta,2014,"In the 1980s; a crusading journalist uncovers secret CIA funding for Nicaraguan rebels; but the powers that be silence his investigation.",tvEpisode,43,"Action;Crime;Drama",7.7
killa,Avinash Arun,2014,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.,movie,107,"Comedy;Drama",7.9
killer cove,DamiÃ¡n Romay,2019,"An unlucky woman finds a solution for her hateful ex; a trying job hunt and a stalker through a charming P.I. â€“ only to endure a new set of problems.",movie,87,Thriller,4.3
killer inside: the mind of aaron hernandez,,2020,"Via interviews with friends; players and insiders; this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",tvMiniSeries,202,"Crime;Documentary;Sport",7.4
killer klowns from outer space,Stephen Chiodo,1988,"An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims; cocooning their prey in cotton candy to eat later.",movie,88,"Comedy;Horror;Sci-Fi",6.2
killer ratings,,2019,Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.,tvSeries,351,"Crime;Documentary",7.7
killers,Robert Luketic,2010,"After a whirlwind romance; Jen and Spencer settle into married life â€” until Spencer's secret past as a hit man shakes up their suburban bliss.",movie,100,"Action;Comedy;Romance",5.5
killing hasselhoff,Darren Grant,2017,"In major debt to a loan shark; a nightclub owner who's entered in a celebrity death pool tries to murder a famous figure for half a million dollars.",movie,80,Comedy,4.5
killing them softly,Andrew Dominik,2012,"When a couple low-level crooks rob a Mob-protected poker game; a slick enforcer is hired to track down the offenders and take care of business.",movie,97,"Crime;Drama;Thriller",6.2
kills on wheels,Attila Till,2016,"Two young men with disabilities befriend a hitman in a wheelchair and become his helpers; only to wind up in the crosshairs of a Serbian mobster.",movie,103,"Action;Comedy;Drama",7.1
kilo two bravo,Paul Katis,2014,"On patrol in Afghanistan; a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines.",movie,108,"Adventure;Biography;Drama",7.1
king jack,Felix Thompson,2015,"Already coping with a bully; a mercurial older brother and summer school; 15-year-old Jack is saddled with his young cousin for an eventful weekend.",movie,81,"Adventure;Drama",7.0
king of boys,Kemi Adetiba,2018,"When a powerful businesswomanâ€™s political ambitions are threatened by her underworld connections; the ensuing power struggle could cost her everything.",movie,169,Drama,5.7
king's ransom,Jeffrey W. Byrd,2005,"A wealthy; despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So; he decides to arrange his own kidnapping in order to wipe himself out and claim poverty.",movie,95,"Comedy;Crime",4.4
kingdom,,2017,"Struggling to keep his training center afloat; a former MMA legend faces more challenges as he tries to manage a complicated family dynamic.",tvEpisode,47,"Action;Drama;Sci-Fi",7.7
kingdom of us,Lucy Cohen,2017,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,movie,109,"Documentary;Drama",7.0
kingpin,"Peter Farrelly; Bobby Farrelly",1996,"After a bowler loses his hand; his career takes a nosedive. That is; until he uncovers the next big thing: an Amish kid named Ishmael.",movie,114,"Comedy;Sport",6.9
kings,Deniz Gamze ErgÃ¼ven,2017,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.,movie,86,"Crime;Drama;Romance",5.0
kipo and the age of wonderbeasts,,2020,"Making her way through a world of mutant animals; a sheltered yet scrappy girl learns how to survive â€“ and get home â€“ with help from her ragtag crew.",tvSeries,24,"Action;Adventure;Animation",8.4
kis kisko pyaar karoon,"Abbas Alibhai Burmawalla; Mastan Alibhai Burmawalla",2015,"A man's decision to marry three women; to keep them from committing suicide; complicates his relationship with his girlfriend.",movie,133,"Comedy;Romance",5.7
kisaan,Puneet Sira,2009,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,movie,100,"Action;Crime;Drama",5.4
kismat konnection,Aziz Mirza,2008,"A man finds his lucky charm in the form of a woman whom he had once clashed with on every level; but on whose presence he must now rely to succeed.",movie,153,"Comedy;Drama;Romance",5.2
kiss me first,,2018,A lonely young woman hooked on a virtual reality game befriends a party girl who leads her into a world of new thrills and dark secrets.,tvMiniSeries,46,"Drama;Mystery;Sci-Fi",6.3
kiss the girls,Gary Fleder,1997,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,movie,115,"Crime;Drama;Mystery",6.6
kiss the ground,"Joshua Tickell; Rebecca Harrell Tickell",2020,Science experts and celebrity activists unpack the ways in which the earth's soil may be the key to combating climate change and preserving the planet.,movie,84,Documentary,8.3
kl zombi,Woo Ming Jin,2013,A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.,movie,97,"Comedy;Horror",4.4
klaus,Sergio Pablos,2019,"A selfish postman and a reclusive toymaker form an unlikely friendship; delivering joy to a cold; dark town that desperately needs it.",movie,96,"Adventure;Animation;Comedy",8.2
knock down the house,Rachel Lears,2019,Go behind the scenes as four determined women â€“ including Alexandria Ocasio-Cortez â€“ challenge big-money politicians in the 2018 race for Congress.,movie,87,Documentary,7.1
knock knock,Eli Roth,2015,A devoted husband and father on his own for the weekend has his life turned inside out after giving shelter to two young women during a storm.,movie,99,"Drama;Thriller",4.9
knock knock,Eli Roth,2015,A devoted husband and father on his own for the weekend has his life turned inside out after giving shelter to two young women during a storm.,short,8,"Horror;Mystery;Short",5.6
know your enemy - japan,"Frank Capra; Joris Ivens",1945,"Though culturally insensitive by modern standards; this propaganda film examines the history of Japan from the 16th century through the 1930s.",movie,63,"Documentary;History;War",5.9
knowing,Alex Proyas,2009,An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.,movie,121,"Action;Drama;Sci-Fi",6.2
ko one,,2005,"Gifted with special powers; fighting skills and slick hair; the rowdy KO One navigates tough friendships and high school romance.",tvSeries,50,"Action;Comedy;Drama",5.4
kodachrome,Mark Raso,2018,"A record company exec joins his estranged dad; a famous photographer who's dying; on a road trip to the last lab still developing Kodachrome film.",tvEpisode,54,"Biography;Crime;Drama",8.0
kolaiyuthir kaalam,Chakri Toleti,2019,The speech-and-hearing-impaired heiress of a palatial mansion must rely on basic instincts when a masked invader is determined to kill her.,movie,100,"Drama;Thriller",2.7
komola rocket,Noor Imran Mithu,2018,"As the lives of rich and poor passengers aboard a steamship unfold; buried secrets; lustful affairs and selfish desires are exposed.",movie,95,Drama,7.4
kon-tiki,"Joachim RÃ¸nning; Espen Sandberg",2012,"With five loyal friends in tow; explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4;300 miles across the Pacific.",movie,118,"Adventure;Biography;Drama",7.2
koshish,Gulzar,1972,A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.,movie,125,Drama,8.6
krish trish and baltiboy: face your fears,Tilak Shetty,2017,"In three tales about fear; a baby elephant gets captured by a circus; two boys enter a haunted house and a parrot faces his fear of flying.",movie,65,Animation,4.1
krisha,Trey Edward Shults,2015,"After 10 years away from her family; Krisha returns for Thanksgiving; but bitter grudges and troubling addictions threaten to ruin the event.",movie,83,Drama,7.2
krishna and his leela,Ravikanth Perepu,2020,"Torn between his past and present girlfriends; a confused bachelorâ€™s indecisiveness spins a web of lies and cheating as he struggles to commit.",movie,125,"Comedy;Romance",5.4
krishna cottage,Santram Varma,2004,True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.,movie,124,"Horror;Mystery",5.1
krutant,Datta Mohan Bhandare,2019,"When a busy workaholic leaves town to meet friends; an unexpected delay leads him to the hut of an old man; whose haunting tale could change his life.",movie,116,"Drama;Thriller",6.3
krystal,William H. Macy,2017,A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.,movie,90,"Comedy;Drama",5.5
kucch to hai,Anil V. Kumar,2003,"A student tries to steal a test from a teacher's home; leaving him for dead after an accident. A string of murders may be the professor's revenge.",movie,143,"Horror;Mystery",4.2
kuch kuch hota hai,Karan Johar,1998,"Per her motherâ€™s last wish; a girl sets out to reunite her father with the college best friend who loved him â€“ only to discover the woman is engaged.",movie,177,"Comedy;Drama;Musical",7.6
kuldip patwal: i didn't do it!,Remy Kohli,2017,"Accused of killing a politician; a local grocerâ€™s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident.",movie,128,"Crime;Drama;Mystery",6.6
kulipari: an army of frogs,,2016,"In a tale of bravery and heroism; fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians.",tvSeries,20,"Action;Animation;Fantasy",7.0
kung fu hustle,Stephen Chow,2004,"Sing; a mobster in 1940s China; longs to be as cool as the formally clad Axe Gang; a band of killers who rule Hong Kong; but can only pretend.",movie,99,"Action;Comedy;Fantasy",7.7
kung fu magoo,AndrÃ©s Couturier,2010,"Shortsighted curmudgeon Mr. Magoo and his young nephew; Justin; fight such nefarious foes as kung fu villains; robot spiders and teenage mutants.",movie,79,"Action;Animation;Comedy",4.9
kung fu panda: secrets of the scroll,Rodolphe Guenoden,2016,"When a twist of fate brings five unlikely animals together; they find that combining their unique kung fu styles as a team makes the perfect weapon!",short,23,"Action;Adventure;Animation",7.1
kung fu yoga,Stanley Tong,2017,Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.,movie,107,"Action;Adventure;Comedy",5.2
kurbaan,Renzil D'Silva,2009,"When a young Indian couple moves to the American suburbs; they are shocked to discover that they've become enmeshed in a secret terrorist plot.",movie,161,"Action;Crime;Drama",5.7
kuromukuro,Tensai Okamura,2016,"When mecha attack a research center; its students; pilots; and researchers must fight back with the help of mysterious artifacts and a young samurai.",tvSeries,24,"Action;Animation;Sci-Fi",7.2
kurt & courtney,Nick Broomfield,1998,"This film charts Nirvana's Kurt Cobain's rise to fame; his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death.",movie,95,"Crime;Documentary;Music",6.1
kya kehna,Kundan Shah,2000,A young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.,movie,155,"Drama;Romance",5.9
kyaa kool hai hum,Sangeeth Sivan,2005,"Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true; but both men are suddenly saddled with bad luck.",movie,172,"Comedy;Mystery",6.1
kyaa kool hain hum 3,Umesh Ghadge,2016,"When an unlikely porn actor falls for a woman outside the industry; he employs his co-stars as a stand-in traditional family to impress her father.",movie,124,Comedy,1.9
kygo: live at the hollywood bowl,Devin Chanda,2017,Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.,movie,52,"Documentary;Music",6.6
kyo kii... main jhuth nahin bolta,David Dhawan,2001,The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.,movie,131,"Action;Comedy;Drama",5.4
lÃ©a & i,Camille Shooshani,2019,Best friends LÃ©a and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.,movie,84,Documentary,6.7
la Ãºltima fiesta,"Leandro Mark; NicolÃ¡s Silbert",2016,Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.,movie,104,"Comedy;Crime",4.4
la 92,"Daniel Lindsay; T.J. Martin",2017,Previously unseen footage is shaped into a fresh and timely retelling of the 1992 Rodney King trial â€“ and the verdict that sparked civil unrest.,movie,114,"Crime;Documentary;History",8.2
la bamba,Luis Valdez,1987,"The plane crash that killed Buddy Holly also took Ritchie Valens; whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",movie,108,"Biography;Drama;Music",6.9
la coppia dei campioni,Giulio Base,2016,"After winning a shared trip to a soccer match; two colleagues who hold opposite world views find they're stuck traveling together for the duration.",movie,88,Comedy,3.7
la doÃ±a,,2016,"Worlds collide and lives shatter when Altagracia; a powerful and elegant businesswoman; plots a ruthless revenge while falling in love.",tvSeries,45,"Drama;Romance",6.8
la leyenda del diamante,Roberto Girault Facha,2017,"When a gun-toting rebel tries to rescue her kidnapped sister; she finds herself up against a widely feared desperado and a cursed guardian of treasure.",movie,87,"Action;Adventure;Family",3.3
la mante,,2017,"Decades after her capture; a serial killer offers to help solve a string of copycat murders â€“ but only if her son; now a cop; will work by her side.",tvMiniSeries,52,"Crime;Drama;Thriller",7.4
la originals,,2020,"Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art; impacting street culture; hip hop and beyond.",movie,92,Documentary,7.2
la piloto,,2017,"Dreaming her whole life of becoming a pilot; Yolanda finds work as a flight attendant; unaware she'll soon be thrust into a drug smuggling operation.",tvSeries,60,Drama,5.8
la robe de mariee des cieux,,2004,"After a chance encounter that ends on bad terms; two clashing strangers soon cross paths again as their fates become inevitably intertwined.",tvSeries,47,Drama,6.2
laal rang,Syed Ahmad Afzal,2016,"Eager for cash; Rajesh joins his friend Shankar's blood-theft operation. As Rajesh's greed grows and the cops close in; Shankar is poised to explode.",movie,147,"Action;Crime;Drama",8.0
laatu,Manav Shah,2018,A man who hopes to bring light to his village must compete with an officer from the electricity department to win over the love of his life.,movie,112,Drama,6.6
laddaland,Sopon Sukdapisit,2011,"When a family moves into an upscale housing development; they encounter a series of paranormal events that drive them to the edge of insanity.",movie,125,"Drama;Horror;Mystery",6.3
lady bird,Greta Gerwig,2017,"An intrepid high schooler in Sacramento undergoes the trials of love; family and self-discovery as she dreams of escaping to college on the East Coast.",movie,94,"Comedy;Drama",7.4
lady bloodfight,Chris Nahon,2016,An American travels to Hong Kong in hopes of winning a lucrative â€“ but potentially deadly â€“ all-female underground fighting tournament.,movie,100,"Action;Crime;Drama",5.6
lady in the water,M. Night Shyamalan,2006,"When an apartment building manager discovers a water nymph in the complex's swimming pool; he tries to help her return to her mythical home.",movie,110,"Drama;Fantasy;Mystery",5.5
laerte-se,"Lygia Barbosa da Silva; Eliane Brum",2017,"After living as a man for nearly 60 years; Laerte Coutinho; one of Brazil's most brilliant cartoonists; introduces herself to the world as a woman.",movie,100,Documentary,6.9
lakeeran,,2016,"Guilt-ridden over his involvement in a fatal car accident; a young ex-pat returns to Punjab; falling for a woman who carries traumas of her own.",movie,113,Drama,5.9
lakshya,Farhan Akhtar,2004,"After dropping out of the army; a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out.",movie,186,"Action;Drama;Romance",7.9
lal patthar,Sushil Majumdar,1971,"A vain; self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman.",movie,148,Drama,6.5
lalbaug parel: zali mumbai sonyachi,Mahesh Manjrekar,2010,Industrial workers struggle against the greed of their employers and the apathy of the government toward the conditions in which they live and work.,movie,146,Action,7.2
lara and the beat,Tosin Coker,2018,"When their glamorous; fast-paced lifestyle comes to a screeching halt; two sisters try to rebuild their fortunes through music and enterprise.",movie,137,"Drama;Music;Romance",6.2
larceny,R. Ellis Frazier,2017,An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.,movie,87,"Action;Thriller",3.5
larry charles' dangerous world of comedy,,2019,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual; unexpected and dangerous places.",tvSeries,60,"Comedy;Documentary",7.3
larry the cable guy: remain seated,Brian Volk-Weiss,2020,"With his signature call to ""Git-R-Done;"" Larry muses on swampy weather; late-night shopping at Walmart and other raunchy tales of life in rural America.",tvSpecial,67,Comedy,6.7
last breath,"Alex Parkinson; Richard da Costa",2019,"A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue; so he tries to save himself.",movie,90,Documentary,7.7
last ferry,Jaki Bradley,2019,"Seeking romance and friendship; a young gay lawyer travels to Fire Island in the off-season and is soon on the run after witnessing a murder.",movie,86,"Crime;Drama;Thriller",5.2
last flight to abuja,Obi Emelonye,2012,"When disaster strikes mid-flight; a commercial plane's frantic passengers confront their pasts and the possibility of death. Based on true events.",movie,81,"Action;Drama;Thriller",4.6
last hope,,2018,"After causing the near extinction of mankind seven years ago; genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.",tvSeries,24,"Action;Adventure;Animation",5.8
last knights,Kazuaki Kiriya,2015,A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.,movie,115,"Action;Drama;History",6.2
last night,Massy Tadjedin,2010,"During an evening apart; married couple Joanna and Michael encounter tempting opportunities to cheat on each other with sexy acquaintances.",movie,93,"Drama;Romance",6.6
late life: the chien-ming wang story,Frank W Chen,2018,Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors.,movie,99,"Documentary;Sport",7.2
lawless,John Hillcoat,2012,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers; whose exploits during the Prohibition era made them outlaw heroes.",movie,116,"Crime;Drama",7.3
layer cake,Matthew Vaughn,2004,A seasoned British drug dealer longs to ditch his illegal trade. But he can't do that without wrapping up just one more job.,movie,105,"Action;Crime;Drama",7.3
layla m.,Mijke de Jong,2016,"In response to the repeated bigotry she faces; a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam.",movie,98,Drama,6.7
le k benzema,"Damien Piscarel; Florent Bodin",2017,"After a blackmailing scandal and being sidelined from the French national team; Real Madrid forward Karim Benzema tells his side of the story.",tvMovie,120,"Biography;Documentary;Sport",7.0
le serment des hitler,Emmanuel Amara,2014,This documentary retraces the footsteps of Adolf Hitler's mysterious nephew and explores what became of the Hitler family line.,tvMovie,56,Documentary,6.1
league of legends origins,Leslie Iwerks,2019,"Fans; experts and creators of the ""League of Legends"" detail the gameâ€™s rise from free demo to global esports titan.",movie,77,Documentary,6.5
leap year,Anand Tucker,2010,"Anna chooses February 29 to propose marriage to her boyfriend; but after meeting a charming innkeeper; she must evaluate her original plans.",movie,100,"Comedy;Romance",6.5
leap year,Anand Tucker,2010,"Anna chooses February 29 to propose marriage to her boyfriend; but after meeting a charming innkeeper; she must evaluate her original plans.",movie,94,"Drama;Romance",5.9
leap!,"Eric Summer; Ã‰ric Warin",2016,"FÃ©licie and Victor; two young friends in 1880s France; escape from an orphanage to pursue their dreams in Paris; the glittering City of Lights.",movie,89,"Adventure;Animation;Comedy",6.8
leapfrog: phonics farm,Ron Myrick,2011,Scout takes a magical trip to a farm where an alligator and other friendly critters teach him all about sounding out the letters of the alphabet.,video,38,"Animation;Short",5.9
lechmi,B.N. Shajeer Sha,2017,"The spirit of a murdered woman contacts four bachelors; enlisting their help to find her killer.",movie,150,"Comedy;Crime;Horror",4.8
lee daniels' the butler,Lee Daniels,2013,The life of a White House butler who worked for eight presidents unfolds against a backdrop of unparalleled change in American history.,movie,132,"Biography;Drama",7.2
left behind,Vic Armstrong,2014,"After millions of people on Earth suddenly disappear; a pilot flying a plane stuck at 30;000 feet must find a way to ensure the passengers' survival.",movie,110,"Action;Fantasy;Sci-Fi",3.1
left behind,Vic Armstrong,2014,"After millions of people on Earth suddenly disappear; a pilot flying a plane stuck at 30;000 feet must find a way to ensure the passengers' survival.",short,7,"Drama;Short",7.4
